"scenario","year","ravtaz","Pop_Forecast","Total_Aprt","Average","Total_Emp","Total_Students","EmployedEducation","Yeshiva","Total Higher_Education","Industry","Commerce_Hotel","Business","Public"
"base",2040,39,17021.6458,8188.5661,19.2797,3794.9691,4410.5017,367.5418,44.0000,0.0000,0.0000,580.0416,1069.8572,1951.3871
"base",2040,4,36955.6794,7464.5709,18.3976,12342.3419,7684.5867,640.3822,1482.0000,0.0000,10.4403,2752.2654,666.9487,83.2657
"base",2040,40,21533.5257,9093.3496,30.4250,8134.2657,6900.0809,575.0067,368.0000,1620.8255,8117.5993,2741.8476,1364.8437,1119.5048
"base",2040,41,24941.2817,5554.1733,39.9917,6206.1359,11993.0534,999.4211,5920.0225,0.0000,4874.6600,3897.6135,4802.6593,1584.3319
"base",2040,42,12046.4279,2637.3270,13.2294,9969.2600,5015.0440,417.9203,1083.0000,7567.6484,139.2596,1061.3762,672.0762,565.0722
"base",2040,43,16745.6097,4784.4599,7,1120.5708,4703.0268,391.9189,20.0000,0.0000,100.2034,471.7881,249.0346,206.2964
"base",2040,44,925.0000,250.0000,5.2,16143.5763,323.7500,26.9792,0.0000,1757.7313,2249.3625,2274.5022,1995.0423,621.3639
"base",2040,45,16567.6845,5339.5763,22.7359,1776.0513,2429.2896,202.4408,375.0000,0.0000,374.9401,1767.2672,1326.9372,1322.8990
"base",2040,46,44517.4058,13697.9370,25.6648,4083.2958,7973.6459,664.4705,498.0000,0.0000,0.0000,698.5616,550.0447,778.9677
"base",2040,47,28276.1239,8940.8719,29.4338,2441.1659,6280.6719,523.3893,124.0000,0.0000,492.2951,784.0275,741.0764,898.3522
"base",2040,48,22275.8250,6664.6500,22.8000,16383.6516,8551.2983,712.6082,0.0000,4948.2025,1794.3104,4215.3791,4748.7695,2016.9462
"base",2040,49,0.0000,0.0000,0.0000,157.5205,1238.0000,103.1667,0.0000,0.0000,138.5973,287.7599,332.4663,360.7353
"base",2040,5,2998.0666,1780.7182,17.6879,8201.9279,102.0000,8.5,266.0000,0.0000,7829.0782,3200.2050,6158.7560,3005.8668
"base",2040,50,20324.5377,8330.7806,17.6898,4154.0380,4170.5072,347.5423,179.0000,4564.1698,5.17729,4927.0758,6841.5184,1348.3425
"base",2040,51,0.0000,0.0000,0.0000,22062.1908,0.0000,0.0000,0.0000,0.0000,9.09414,3209.5393,5087.4349,621.8184
"base",2040,52,32887.9535,6386.8531,44.4723,5928.5296,11310.1010,942.5084,4308.4710,0.0000,108.7788,4789.6494,6209.5402,5973.7833
"base",2040,53,55444.7936,10025.1922,74.4116,14106.5635,27199.1640,2266.5970,13553.6891,0.0000,1036.5386,10249.4439,6783.7688,5003.8646
"base",2040,54,31047.7664,6904.2838,31.6151,4287.1502,10973.9613,914.4968,3654.2130,0.0000,418.6150,5371.7828,1998.1820,3891.3438
"base",2040,55,1792.0541,486.3000,18.1580,30276.0857,2053.2554,171.1046,1039.0000,0.0000,27.1818,3828.4388,2344.1110,1480.2367
"base",2040,56,19997.9984,4543.2550,21.7234,3523.9143,8326.5012,693.8751,4050.0270,0.0000,0.0000,2307.1272,1223.1377,1448.2509
"base",2040,57,3005.1718,928.6809,6.41695,628.7334,144.0371,12.0031,0.0000,0.0000,93.5730,2601.6314,4925.2633,921.5411
"base",2040,58,23548.9812,4294.2084,42.1922,3070.4645,5906.1173,492.1764,1052.9225,0.0000,110.9080,1849.0646,1030.3590,1090.4361
"base",2040,59,38691.6443,6988.4986,38.8447,4573.3704,13791.4166,1149.2847,4898.9889,0.0000,152.6184,1190.9039,1045.7663,1632.8424
"base",2040,6,12760.0548,7318.7275,18.8971,6355.6935,4471.8258,372.6521,177.0000,386.1447,0.0000,6764.3886,21172.7779,6021.7867
"base",2040,60,26494.6369,3930.8682,40.3278,2640.0904,10737.1956,894.7663,3223.6024,0.0000,165.4170,2254.0934,2124.7564,887.5904
"base",2040,61,22605.7821,4255.1141,31.7147,3035.2592,7826.7313,652.2276,190.0000,0.0000,208.8788,1357.7207,1097.5907,962.4895
"base",2040,62,6746.2114,1021.1742,13.2200,487.6256,2490.4439,207.5370,979.8537,0.0000,143.4799,614.6215,348.5088,498.9429
"base",2040,63,26387.6330,7754.5515,38.1090,1764.8340,6267.5838,522.2986,0.0000,0.0000,2730.3918,4580.7994,8117.9545,2572.3032
"base",2040,64,25985.7950,7441.2748,34.9302,3095.5476,5754.6884,479.5574,20.0000,0.0000,0.0000,1616.9582,808.9661,1069.1457
"base",2040,65,87585.3648,16843.3394,15.6000,3296.2333,7922.4799,660.2067,0.0000,0.0000,0.0000,438.5456,36.0496,128.3026
"base",2040,66,58858.9096,13973.7307,47.6616,10134.9508,20659.3719,1721.6143,261.9500,0.0000,0.0000,649.2170,978.9879,538.8640
"base",2040,67,49358.7202,12246.4916,44.6000,6194.2195,19664.2246,1638.6854,0.0000,3828.8447,98.2882,560.6722,659.9273,235.4088
"base",2040,68,1102.0000,290.0000,7.6,15029.6921,644.0000,53.6667,0.0000,0.0000,40.7775,271.8147,315.3850,441.6714
"base",2040,69,84837.7965,12878.8302,13.1817,3032.7586,11082.9749,923.5812,0.0000,0.0000,0.0000,67.7050,206.9731,303.6243
"base",2040,7,4497.9200,2190.8000,10.5692,25244.0991,4253.5360,354.4613,24.0000,8249.5828,1115.8311,4855.7542,11396.8479,1891.5204
"base",2040,70,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,589.9428,1035.8235,714.9079
"base",2040,71,65785.6331,16922.9946,92.1146,17120.4218,18501.5376,1541.7948,311.0000,0.0000,95.8185,5437.2385,4179.7547,2523.0721
"base",2040,72,57505.1784,11618.2120,18.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,427.2061,151.5318,369.3130
"base",2040,73,310962.5884,62854.6294,103.4000,0.0000,0.0000,0.0000,0.0000,0.0000,213.8114,3627.0606,3295.7591,3870.2486
"base",2040,74,88131.4039,17114.6748,51.1793,7363.6706,31634.1214,2636.1768,1825.9683,2529.5789,645.6777,2336.2756,3395.3549,1513.0796
"base",2040,75,74287.4075,9951.1146,96.4636,7845.8209,29982.9744,2498.5812,6477.5135,0.0000,170.1315,1944.2377,1617.0575,1146.2319
"base",2040,76,77830.7925,19261.9573,57.8970,11770.6198,17393.0869,1449.4239,771.5202,0.0000,13.0639,1241.2218,1406.2569,1042.9476
"base",2040,77,44247.8114,13449.6098,60.5218,6007.1597,8159.6333,679.9694,35.0000,0.0000,18.2534,885.2883,451.5442,732.3280
"base",2040,78,38025.5682,8287.0778,37.4630,2812.1508,13722.1979,1143.5165,796.6443,0.0000,87.3165,792.0776,1711.2294,1009.2185
"base",2040,79,104980.9153,19442.5898,67.1000,9409.4759,37006.1854,3083.8488,1646.7620,0.0000,285.4947,1422.1300,4843.9183,2117.0483
"base",2040,8,6512.5177,2549.5000,12.9579,24649.0335,748.4117,62.3676,31.0328,0.0000,115.0872,708.2431,958.1018,835.3586
"base",2040,80,283955.7960,57344.5821,202.1000,0.0000,0.0000,0.0000,0.0000,0.0000,371.2759,1574.9220,1081.2405,1463.1652
"base",2040,82,15361.8785,2801.2306,16.4000,1035.6847,5233.4319,436.1193,1032.5080,0.0000,0.0000,127.5093,124.7521,159.3866
"base",2040,83,648291.9808,131625.3193,136.3000,0.0000,0.0000,0.0000,0.0000,0.0000,794.6699,3692.5586,2724.6522,1427.9921
"base",2040,84,18727.0000,4648.3333,11.6562,1537.7259,1935.5828,161.2986,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2040,85,354395.6560,63241.1600,308.5000,63694.3572,137150.9175,11429.2431,20516.6214,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2040,86,25882.3000,6530.8351,26.7396,13356.9202,9020.2866,751.6906,17.0000,0.0000,162.0204,2347.1618,1981.8935,1089.4328
"base",2040,87,180347.3628,50577.6588,84.8769,26710.1187,53372.6983,4447.7249,144.0000,0.0000,146.8941,4191.0604,3909.0727,3969.0619
"base",2040,88,128558.9481,18814.1430,65.0758,8823.1629,51226.9389,4268.9116,9924.8316,0.0000,175.3327,1251.8761,660.2747,690.2219
"base",2040,89,34987.3600,6680.0000,15.3000,1897.6060,15089.9568,1257.4964,0.0000,0.0000,0.0000,398.0626,201.0962,168.3221
"base",2040,9,11927.5370,6557.3420,18.9782,7130.3342,2071.2745,172.6062,1510.4285,516.8266,0.0000,4899.0067,11261.9905,6400.3701
"base",2040,90,260969.2098,52812.8202,51.3000,213.1404,586.5555,48.8796,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2040,91,188286.2253,43325.3823,74.0000,33970.3216,60852.2479,5071.0207,3311.5700,19144.2234,2274.4135,1650.9148,2429.5675,836.0518
"base",2040,92,573721.2079,116008.1282,84.6000,0.0000,0.0000,0.0000,0.0000,0.0000,9.5403,1247.6008,850.0501,414.5194
"base",2040,93,15883.3630,2443.5943,6.5,780.2649,4887.8526,407.3210,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2040,94,506131.2797,102274.1817,28.2000,0.0000,0.0000,0.0000,0.0000,0.0000,25.2853,269.4304,768.5316,611.2022
"base",2040,95,7517.1352,1866.5413,7.8,1890.0691,2577.9593,214.8299,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2040,96,524247.9028,105983.1766,47.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2200.3293,2722.0145,1606.0037
"base",2040,97,10450.1363,2420.8498,13.2000,1043.6874,3578.7899,298.2325,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2040,98,73160.9898,14806.7003,18.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"base",2040,99,467207.3011,94905.9099,18.8000,0.0000,0.0000,0.0000,0.0000,0.0000,236.7097,163.1299,198.8960,40.6801
